,Onshore/Offshore,Hydrocarbon type,Reservoir status,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,STRIKE-SLIP,TRANSPRESSION,BASEMENT-I,GRAVITY,EXTENSION,EVAPORITE,COMPRESSION,INVERSION,EROSION,LINKED,DIAPIR,SYNSEDIMENTATION,SHALE,TRANSTENSION,REACTIVATION,UPLIFT,WRENCH,SALT,PASSIVE MARGIN,THRUST,RIFT,INTRACRATONIC,FORELAND,DELTA,SUB-THRUST,SUB-SALT,BACKARC,,FOREARC
26,1,1,1,21.6776135741653,3,2,4111.607316144991,1279.8387096774193,11.702397868561278,3710.111666524445,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
27,1,1,2,1540.2299945265463,9,1,4805.565645514223,1353.1995967741937,0.07468916518650082,940.5061539984614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,1,1,7,1047.929501915709,8,2,4767.392303301303,1412.970430107527,10.448401420959145,3628.997265343646,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
29,1,1,8,2374.126874657909,2,5,4863.111074112834,1276.1317204301076,0.046980461811722794,3736.0180666492442,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
30,1,3,7,2631.5718664477286,10,2,2887.4360669774524,575.0168010752689,10.448401420959145,3746.0060666652444,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
31,1,1,7,1701.079802955665,11,2,3676.2287603463037,1097.6370967741937,2.3595914742451147,3710.111666524445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,0,1,3,695.1724137931035,1,1,4532.257682427932,1158.581317204301,2.3595914742451147,3389.131654497794,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
33,1,1,6,17.079912424740012,7,2,4754.067595851965,1378.1075268817203,15.295293072824157,3702.1585997952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,1,1,3,1169.8260536398468,7,2,3852.2500713538197,795.5268817204301,9.496358792184722,3676.370066179912,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,0,1,3,70.93869731800767,8,1,4560.159880125582,964.5188172043011,5.244138543516873,3552.671663111116,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36,0,1,6,46.964969896004376,8,1,3632.8665683569593,879.5268817204301,4.4164298401420945,2816.6715777778963,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,0,1,8,4303.546798029557,2,1,4213.058747978308,1158.581317204301,0.3524866785079926,2016.6713111115853,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38,0,4,9,599.9212917350849,1,1,4691.502283322234,1206.720430107527,0.9421847246891648,3552.671663111116,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39,1,1,7,3.200985221674877,7,3,4799.829940062791,1172.7426075268818,9.496358792184722,1463.9106961257385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40,1,1,3,2153.1718664477285,5,3,5126.3039197031685,1446.296370967742,14.423534635879216,3749.005066666578,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41,1,1,3,1352.5150519978106,2,6,5185.733089144705,1448.268817204301,0.6118117229129659,3479.083393228809,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42,1,1,2,543.8906403940887,2,2,5096.717771858053,1454.1942204301076,6.142895204262876,3572.1649971200036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43,0,1,8,1297.6736726874658,8,1,4805.565645514223,1102.796370967742,0.0007992895204262726,1410.6709191121079,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
44,1,3,1,48.40996168582375,12,3,4959.781229188469,1395.4845430107528,18.064031971580814,3744.0073999968004,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
45,1,1,3,4.16256157635468,2,6,4634.984349728856,1397.4220430107528,5.244138543516873,2992.6716097778535,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
46,0,1,3,498.9846743295019,1,1,5136.184996670155,1422.7318548387098,0.3524866785079926,2992.6716097778535,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
47,1,1,6,117.26600985221675,7,7,4998.715678812672,1351.2930107526881,6.142895204262876,3740.0116666577783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
48,1,3,8,8162.367268746579,7,8,5057.402768528209,1332.3010752688172,20.718383658969806,3730.0316666311114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50,1,1,3,3475.9961685823755,2,1,5153.994910094187,1414.9200268817203,0.3524866785079926,727.7645016539979,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
51,1,3,2,3150.873015873016,3,9,5163.902625820569,1442.3555107526881,8.15355239786856,3749.2050426666096,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
52,1,1,2,3759.1242474001097,13,1,5169.851821900866,1457.1614583333333,7.1126998223801055,3723.0535999352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
53,1,1,4,1041.8418171866447,8,2,4767.392303301303,1142.752688172043,1.8160746003552393,2974.8316068978575,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54,1,1,3,156.32457580733444,2,1,4672.624916753877,1440.3870967741937,12.622468916518649,3748.9050806665587,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55,0,4,3,139.03984674329502,9,1,5086.874750261631,1389.6801075268818,1.3436056838365893,3696.1993997408003,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
56,1,3,8,95.70060207991243,8,1,2683.6229188469224,1203.1209677419354,15.890674955595026,3749.925000426666,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57,0,1,3,0.46250684181718665,8,1,4303.069213205214,759.3877688172043,4.4164298401420945,3082.671623111169,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
58,0,1,8,527.424740010947,2,2,4969.500570830559,1221.1720430107528,0.3524866785079926,3690.2449996800005,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
59,0,3,6,329.5265462506842,5,1,4863.111074112834,1120.081317204301,6.142895204262876,3690.2449996800005,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
60,1,4,3,459.1465790914067,2,1,4346.612168204738,1304.065188172043,1.570959147424511,3640.811665591113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
61,1,1,1,1824.9467980295567,14,3,5163.902625820569,1422.7318548387098,10.448401420959145,3585.8420642172478,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
62,1,1,6,6614.069950738916,9,1,4901.664970031396,1411.0221774193549,0.9421847246891648,2614.181130431826,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
63,0,1,4,670.0247400109469,8,3,5096.717771858053,1380.032930107527,0.3524866785079926,2646.0048720001705,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
64,1,1,6,1470.4132457580733,3,3,5057.402768528209,1389.6801075268818,11.702397868561278,3720.06499992,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
65,1,1,6,5611.9978106185,2,1,5215.576110741128,1474.032930107527,0.046980461811722794,2016.6713111115853,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
66,1,4,5,168.5912424740011,9,10,4485.944296451336,1436.4543010752689,0.025666074600355325,3220.1716397778137,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
67,1,1,2,1502.6847290640394,9,2,4672.624916753877,1257.6774193548388,1.3436056838365893,1350.0042000010667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
68,0,1,8,4033.377120963328,2,1,4394.031062696223,1203.1209677419354,0.6118117229129659,2816.6715777778963,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
69,0,1,2,283.4024083196497,8,1,4467.485538959186,829.5168010752689,4.821403197158081,3174.0049680000425,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
70,0,3,8,2433.6316365626712,1,1,5022.149414898678,1294.720430107527,0.046980461811722794,2264.3770181706427,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
71,1,1,8,182.7327859879584,9,1,3770.498002093045,1307.8125,7.1126998223801055,3654.619399180801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
72,1,1,6,649.0667761357416,5,3,2016.6074112834174,1203.1209677419354,11.702397868561278,3744.0073999968004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
73,0,4,2,217.63546798029557,15,1,3661.189658453049,640.1720430107526,7.624245115452929,3119.044961280052,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
74,1,1,6,25.74986316365627,2,10,5096.717771858053,1464.0967741935483,11.702397868561278,3720.06499992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,1,1,7,637.91964969896,8,2,5018.23998668062,1341.780241935484,3.6597690941385426,3720.06499992,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
76,1,3,4,1179.8674329501916,2,2,4767.392303301303,1458.1512096774193,3.6597690941385426,3680.3316662311117,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
77,1,1,1,1427.4024083196498,10,2,586.3914470554657,0.0967741935483871,17.42886323268206,3738.0145999871997,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
78,1,1,2,8700.298303229338,1,1,5018.23998668062,1385.8172043010752,0.5265541740674959,912.6703831128226,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
79,0,1,6,2.3655172413793104,8,1,4439.868756540767,948.483870967742,1.3436056838365893,2400.0048000002666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
80,0,3,1,75.77712096332786,2,2,5086.874750261631,1341.780241935484,7.1126998223801055,3740.0116666577783,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
81,1,3,3,498.9846743295019,2,1,3285.734991913234,1313.4435483870968,8.15355239786856,3749.8050026666633,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
82,0,1,4,620.0766283524904,8,2,4998.715678812672,1257.6774193548388,0.3524866785079926,2816.6715777778963,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
83,0,3,1,2842.8260536398466,16,1,0.008039197031681097,656.010752688172,7.1126998223801055,3690.2449996800005,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
84,1,1,3,1008.344280240832,13,9,3862.5307297117306,1403.2426075268818,3.6597690941385426,3212.7625723232372,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
85,1,3,6,941.7065134099616,7,3,3609.624250784892,610.3555107526881,14.711278863232678,3728.037266623645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
86,1,1,2,1476.0354679802956,7,1,5028.016411378556,1430.565188172043,2.9741563055062157,3037.504950000067,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
87,1,3,6,142.51570881226053,7,3,4905.528731804776,1374.260752688172,13.027442273534636,3064.5649539200617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
88,0,1,8,469.9708812260536,2,11,4710.417705261155,1030.002688172043,0.3524866785079926,3749.005066666578,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
89,0,1,8,337.16748768472905,2,1,4035.891970316811,1243.010752688172,5.244138543516873,2480.671492444677,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
90,1,1,2,1082.7613574165298,8,2,5106.570307297117,1370.4193548387098,7.1126998223801055,3730.0316666311114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
91,1,3,7,7272.9940886699505,2,12,4767.392303301303,1448.268817204301,7.1126998223801055,3748.0052666663114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
92,1,1,2,10.862068965517242,3,3,5057.402768528209,1452.217741935484,4.4164298401420945,3710.111666524445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
93,0,1,3,6927.424740010947,1,1,418.7560175054705,656.010752688172,0.9421847246891648,3266.671644444474,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
94,1,1,7,4093.4017515051996,3,1,5077.041242507849,1395.4845430107528,4.576287744227352,3650.671665777779,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
95,1,1,2,3921.206896551724,6,13,2542.608743221387,447.48387096774195,13.027442273534636,3748.0052666663114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
96,1,1,3,4187.654625068418,2,1,5111.5001427076395,1415.8953293010752,0.046980461811722794,2016.6713111115853,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
97,0,1,7,53.63984674329502,8,2,4901.664970031396,1221.1720430107528,7.1126998223801055,3700.171666444445,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
98,1,1,3,180.75807334428023,2,2,4721.785225002379,1030.002688172043,0.12158081705150996,3710.111666524445,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
99,1,1,3,1291.6502463054187,7,1,5096.717771858053,1462.1135752688172,8.15355239786856,3304.1116478578033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
100,1,4,6,898.5467980295566,9,1,2902.279564266007,893.4200268817204,0.0007992895204262726,3220.1716397778137,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
101,1,1,2,1145.6185002736727,7,3,3896.898534868233,1239.3575268817203,19.038099467140317,3749.405023999968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
102,1,1,8,5730.183360700602,2,1,5140.140091332889,1422.7318548387098,0.12158081705150996,816.6702444463408,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
103,0,1,2,4282.980295566503,9,1,4863.111074112834,1360.83938172043,3.6597690941385426,2808.0115759912323,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
104,1,3,2,225.4214559386973,7,3,5057.402768528209,1355.8710752688173,17.27184724689165,3739.612210657053,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
105,1,1,6,372.6354679802956,3,3,4430.682190086576,1072.0221774193549,18.224600355239787,3706.1340664945783,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
106,1,1,2,4917.0009852216745,2,5,2941.05075635049,739.5168010752689,2.9741563055062157,3744.8068026642636,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
107,0,1,3,1808.8916256157636,1,1,1.6992198649034345,0.32526881720430106,1.3436056838365893,3210.9116387911486,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
108,1,1,8,7974.408866995074,1,14,3445.7768528208544,232.3548387096774,25.61003552397869,3747.0055999992005,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
109,1,4,1,31.803065134099615,4,1,4917.129150413853,1438.4200268817203,13.027442273534636,3452.1660584519223,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
111,1,1,3,4965.541871921182,2,1,5057.402768528209,1351.2930107526881,0.5265541740674959,2816.6542444676734,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
112,1,4,10,64.90421455938697,16,1,4321.185472362287,1046.7096774193549,11.702397868561278,3552.671663111116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
113,0,1,6,148.57416529830323,8,1,4348.431214917705,825.0430107526881,0.6118117229129659,1734.0044880006828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
114,1,1,6,1943.929501915709,2,1,5028.016411378556,1468.0672043010752,7.939698046181172,3379.631653831128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
115,1,1,2,1446.43951833607,7,1,5057.402768528209,1460.1317204301076,7.624245115452929,3266.671644444474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
116,1,1,11,1612.5061850027366,8,2,5088.842593473504,1458.1512096774193,3.6597690941385426,3690.2449996800005,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
117,0,1,3,203.9655172413793,17,1,967.991675387689,8.43010752688172,9.26545293072824,3660.5449992800013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
118,1,3,3,203.66677613574166,1,1,4286.797117305679,780.9704301075269,2.3595914742451147,3174.0049680000425,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
119,1,3,3,2057.167487684729,11,1,81.7582056892779,591.2930107526881,4.4164298401420945,3744.0073999968004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
120,1,1,2,3714.354132457581,3,13,5018.23998668062,1452.6129301075268,11.702397868561278,3744.8068026642636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
121,0,1,3,144.7728516694034,1,1,5124.328845970887,1389.6801075268818,0.0007992895204262726,816.6702444463408,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
